Collection,SINNO.ID,Name.Swe,Name.Eng,Descri.Swe,Industry,Product.code,Use.sectors,Use.sector.2,Use.sector.3,Use.sector.4,X,Notes,Innovation.type,Artifactual.complexity,Developmental.complexity,COM_Year,Commissioner,Firm.Novelty,Market.Novelty,Patent.Status,Literal.name.of.innovating.firm...SINNO.s.common.name...SINNO.ID,Location,Firm.only.produces.the.innovation,Corporate.group,Firm.founded.for.development.or.commercialization,Previously.developing.firms,Previously.developing.firm.2,Previously.developing.firm.3,Previously.developing.firm.4,Presentation.Year,Development.Year,Year.of.first.prototype,Use.sector.5,Use.sector.6,Use.sector.7,Use.sector.8,Use.sector.9,Origins,Origin.2,Origin.3,Origin.4,Origin.5,Additional.information.if.Origin...1a.New.scientific.discovery,Additional.information.if.Origin...1b.New.technologies.or.materials,Additional.info.if.Origin...2a.Official.regulation..legislation.and.standards.,Additional.information.if.Origin...5b.Solution.for.a.problem,Additional.information.if.Origin...7.Performance,Additional.information.if.Origin...20.Other,Science.spin.off,Research.insititutes.of.spin.off,Research.insititute.2.of.spin.off,Research.insititute.3.of.spin.off,Universities.of.spin.off,University.2.of.spin.off,University.3.of.spin.off,Developed.in.collaboration.with.other.actors,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID,Type,Country,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.1,Type.1,Country.1,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.2,Type.2,Country.2,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.3,Type.3,Country.3,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.4,Type.4,Country.4,Literal.name.of.collaborator...SINNO.s.common.name...SINNO.ID.5,Type.5,Country.5,Public.technology.program.involved,Public.technolgy.program.s.name,External.financing.received,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID,Type.of.funder,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.1,Type.of.funder.1,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.2,Type.of.funder.2,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.3,Type.of.funder.3,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.4,Type.of.funder.4,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.5,Type.of.funder.5,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.6,Type.of.funder.6,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.7,Type.of.funder.7,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.8,Type.of.funder.8,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.9,Type.of.funder.9,Literal.name.of.funder...SINNO.s.common.name...SINNO.ID.10,Type.of.funder.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.1,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.2,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.3,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.4,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.5,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.6,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.7,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.8,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.9,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.10,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.11,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.12,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.13,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.14,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.15,Source.type...Journal.or.magazine...Annex.or.supplement...Year..date.or.period...Issue...Pages...Data.pages.16,BIO.Name
SWINNO - updated,7950001,,,"Metod för torkning av fasta, fuktiga bränslen. Massatorken skiljer sig från konventionella torkar genom att systemet är slutet. Inne i rörsystemet, som består av vertikala ledare förenade med 180 graders krökar, rusar överhettad nga fram i en hastighet av 30 meter per sekund. Överskottsångan som bildas inne i systemet under torkningsprocessen tappas av och kan användas till exempelvis fjärruppvärmning. Mottryckstorken har utsikt att göra torven lönsam att använda som bränsle i Sverige",,29550,21,,,,1005,,1,2,1,1980,,1,2,1,MoDo-Chemetics AB ; MoDo-Chemetics ; 9783002, Örnsköldsvik,NA,MoDo,NA,,,NA,NA,NA,1973,NA,NA,NA,NA,NA,NA,1b,5a,7,12,19,,,,,,,1,,,,Chalmers Tekniska Högskola,,NA,1,Chalmers Tekniska Högskola ; Chalmers Tekniska Högskola ; 13439002,11,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1980 ; 6 ; 10 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7967001,Rotellmotorn,,"Pneumatiskt driven stegmotor. Jämfört med konventionella elektriska stegmotorer är den lättare, kompaktare och har en mycket högre precision. Den kan styras antingen med luft eller elektroniskt. Stegmotorer används då man vill uppnå en noggrann rörelse eller en positionering av en last. Dessa motorer får allt större betydelse inom reglertekniken. De flesta drivs elektriskt men den här drivs pneumatiskt, det är det som gör den unik. I miljöer där det finns en explosionsrisk är motorn idealisk. ",,31100,-100,,,,1019,,1,2,2,1980,,1,2,NA,Pro Inventec AB ; Pro Inventec ; 6969002,,NA,,NA,,,NA,NA,NA,1970,NA,NA,NA,NA,NA,NA,1b,7,,,,,,,,"Lättare, kompaktare, högre precission",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1980 ; 20 ; 10-11 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7991001,,,Metod för att avhartsa sulfitmassa. Metoden för lagring av flis onödig; istället försvinner hartset när sulfitmassan bearbetas mekaniskt tillsammans med kemikalier. ,Chemical and Plastics,21112,211,,,,1038,,1,2,2,1980,,2,2,NA,MoDo ; MoDo ; 10106002,Örnsköldsvik,NA,,NA,,,NA,NA,NA,1978,NA,NA,NA,NA,NA,NA,7,5a,,,,,,,,Snabbar upp avhartsning,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1980 ; 43 ; 12 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8015001,Nitspiken,,"Spik med ""synålsöga"" i den vassa änden. Öglan pressas isär när spiken når mothåll och förhindrar att den vandrar i trät. ",Machinery and Equipment,28730,204,,,,1053,,1,3,3,1980,,1,2,NA,AB H Brunner ; H Brunner ; 7017002,Örebro,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,3,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1981 ; 6 ; 18 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9443001,Compozil,,"Dubbelverkande bindemedel som består av ett modifierat anjoniskt silikat och ett katjoniskt stärkelsederivat som har förmågan att kemiskt reagera med fyllnadsmedel under utfällning av partiklar med stor yta, och ger ett nytt sätt att angripa retentions- och avvattningsproblem i produktion av pappersmassa",,24160,21,,,,1064,"http://www.akzonobel.com/eka/inspiration/better_performance_results/
EKA AB was a company that belonged to Iggesund, but was bought in 1986 by Nobel Industrier. At some point the company's name was changed to Eka Nobel. (Svensk Papperstidning, 1992, nr. 7, p. 22-25)
Later the name changed to Eka Chemicals. (Svensk Papperstidning, 2000, nr. 8, p. 69-70)",1,3,1,1980,,1,2,NA,EKA ; Elektrokemiska ; 5897002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,5b,7,,,,,,problem vid produktion av pappersmassa med retention och avvattning; finpartiklar i papperet försvinner,"Besparing av energi utan att pappersmassan förlorar sin styrka eller opacitet, förbättrar retention och avvattning, ger ökad torkstyrka. ",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Svensk Trävaru och Pappersmassetidning ;  ; 1982 ; 3 ; 185 ; ,2 ; Svensk Papperstidning ;  ; 1992 ; 7 ; 22-25 ; ,2 ; Svensk Papperstidning ;  ; 2000 ; 8 ; 69-70 ; ,,,,,,,,,,,,,,,NA
SWINNO - updated,10564001,Biomatic Komplett,,"Varmluftsanläggning för eldning med flis, sågspån och torv, i första hand avsedd för spannmålstorkar, växthus, sågverk och industrier. Systeet är uppbyggt av två enheter, en varmluftspanna med automatiskt styrd förbränning samt en fastbränslebehållare (kallad Biomatic Komplett). Fastbränslebehållaren består i sin tur av bränslebehållare och en helautomatisk utmatningsanordning vilket minskar risken för att bränslet fastnar.",,29230,1115,112,20101,-100,1087,,1,2,2,1980,,2,NA,NA,Edifo Industrikonsult AB ; Edifo Industrikonsult ; 9566002,Skellefteå,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,Automatisering (av förbränningen),,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; VVS ;  ; 1980 ; 7-8 ; 69 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6125001,GHP 2000,,Pallinslagare för helautomatisk förpackningslinje. Pallinslagaren läser av pallhöjden och der en impuls till huvpåträdaren hur stor huv som krävs för emballeringen. Den unika påträdaren gör att tunnare film kan användas. ,,29569,-100,,,,1094,,1,2,3,1981,,2,2,NA,AB Gelo-Maskiner ; Gelo-Maskiner ; 9789002,Kungälv,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 1981 ; 5 ; 34 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6949001,,,Värmeväxlare som lämpar sig för återvinning av de stora värmemängderna i avloppsvatten från massa- och pappersbruk. ,,29230,21,,,,1100,,1,2,2,1981,,2,NA,NA,Axel Johnson Engineering AB ; Axel Johnson Engineering ; 9969002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,12,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,2 ; Kemisk Tidskrift ;  ; 1981 ; 7 ; 80 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6950001,Sunds Defibrator Papperstorkning med TMP-ånga,,"Värmeåtervinningssystem för en termomekanisk massafabrik, som kan ge all den ånga, som behövs för att torka det papper, som tillveras av massan i ett integrerat bruk. När massafabriken av någon anledning inte är igång, används den abonnerade kraften för att generera ånga i en elektrisk ångpanna. Ett pannhus med oljeeldad panna kan undvikar och driftskostnaderna blir mycket lägre. ",,29230,21,,,,1101,,1,2,2,1981,,2,NA,NA,Sunds Defibrator ; Sunds Defibrator ; 9970002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,,,,,,,,Sparar pengar och utrmme.,,NA,,,,,,NA,1,Alfa-Laval ; Alfa Laval ; 9800002,17,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,3 ; Kemisk Tidskrift ;  ; 1981 ; 7 ; 82 ; ,2 ; Kemisk Tidskrift ;  ; 1982 ; 7 ; 76-77 ; ,5 ; SPCI Svensk Papperstidning ;  ; 2015 ; 2 ; 8 ; ,,,,,,,,,,,,,,,NA
SWINNO - updated,7238001,,,Metod för att utvinna råfett av livsmedelskvalitet ur styckningsben. I processen används inga kemiska lösningsmedel. Den är mera energisnål än konventionella metoder samt undviker de vanliga miljömässiga olägenheterna. ,,29530,1541,,,,1103,,1,1,2,1981,,1,2,NA,Alfa-Laval AB ; Alfa Laval ; 9800002,Lund,NA,Alfa-Laval AB,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,1b,,,,,Teknik för att utvinna råfett. ,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Livsmedelsteknik ;  ; 1981 ; 4 ; 192-193 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,7448001,Aktiv Skotten 758,,Skogsmaskin med ovan nämnda gripprocessor. ,,29320,2,,,,1105,Rättigheterna till kombinationen ägs av Svenska Lantmäns riksförbund. Maskinen säljs av Volvo BM. Jag antar att maskinen tillverkas av Skogsjan.,1,2,2,1981,,NA,NA,NA,Skogsjan AB ; Skogsjan ; 10055002,Österfärnebo (Söderhamn?),NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Sågverken ;  ; 1981 ; 10 ; 67 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8057001,Mecerprocessen,,"Teknik för att återvinna koppar vid etsning av kretskort. Processen är slute, både koppar och etsbad kan användas upprepade gånger. Metoden kallas vätskeextraktion och är en hydrometallurgisk metod. ",Wastewater Treatment,37100,321,322,323,,1141,,1,2,2,1981,,1,2,NA,MX Processer AB ; MX Processer ; 9957002,Göteborg,NA,,NA,,,NA,NA,NA,1979,NA,NA,NA,NA,NA,NA,5a,1b,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,1,STU ; Styrelsen för teknisk utveckling ; 12398002,1,Utvecklingsfonden ; Utvecklingsfonden ; 12447002,6,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1981 ; 22 ; 16 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8085001,,,Profilsystem för beklädnad av träfönster. Med profilsystemet blir fönstrena näst intill underhållsfria. Profilerna är i stål. ,Machinery and Equipment,28120,20302,,,,1157,,1,3,3,1981,,1,2,NA,Dobel AB ; Dobel ; 10119002,Borlänge,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,5b,,,,,,,Mycket underhåll av träfönster. ,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1981 ; 48 ; 10 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,8086001,Ebenol,,Träpulver för förbränning och i förlängningen energigenerering. Produktion påbörjad efter inspiration av oljekrisen. ,Chemical and Plastics,20101,-100,,,,1158,,1,3,3,1981,,1,NA,NA,Energibränsle AB ; Energibränsle ; 7088002,Ulricehamn,NA,,1,,,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,5a,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Ny Teknik ;  ; 1981 ; 48 ; 20 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9296001,,,Metod (utrustning bestående av svetsring och styrutrustning) för att skarva mantelrör på fjärrvärmeledningar som bygger på plastmaterialets strävan att vid en viss temperatur återta sin ursprungliga form,,29430,45331,,,,1165,,1,2,2,1981,,1,NA,1,Swedish Joint AB ; Swedish Joint ; 8298002,Borås,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5a,7,,,,,,,Eliminerar behovet att limma eller krympa fast förbandet över kulvertskarven,"Innovationen är en metod utarbetad av civilingenjör Birger Flink i Uppsala. Metoden bygger på ett praktiskt utnyttjande av 'det termiska minnet', d.v.s. plastmaterialets trävan att vid en viss temperatur återta sin ursprungliga form.",NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum Scandinavia ;  ; 1981 ; 3 ; 27 ; ,1 ; VVS ;  ; 1982 ; 5 ; 13 ; ,,,,,,,,,,,,,,,,NA
SWINNO - updated,9307001,,,Gummi-golvplatta som tillverkas med metod för återvinning av avfallsgummi (ca 90%).  Gummigolvet är avsett för offentlig miljö och företag. Priset per kvadratmeter är 160 kronor.,,25130,-100,,,,1169,,1,3,2,1981,,1,2,NA,JLP Norden AB ; JLP Norden ; 8309002,Norrköping,NA,,NA,,,NA,NA,1979,1979,NA,NA,NA,NA,NA,NA,12,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Plastforum Scandinavia ;  ; 1983 ; 11 ; 39-40 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9444001,Swanboard 3-D,,Nytt skivmaterial som genom prägling i en efterpressanläggning för en god struktur och ådring som liknar äkta träpaneler,Chemical and Plastics,20202,25230,20301,20,,1170,,1,3,3,1981,,3,NA,NA,Swanboard Masonite AB ; Swanboard Masonite ; 8446002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1b,,,,,ny tillverkningsmetod,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Svensk Trävaru och Pappersmassetidning ;  ; 1982 ; 3 ; 186 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,9580001,,,"Metod för att tillverka gummiråvara ur bildäck. Processen bygger på att däcken sedan de skurits sönder i en rotorsax, fryses ner till minus 90 grader. Då kan den annars elastiska gummimassan krossas i kvarnar samtidigt som metallerna och textilierna separeras från gummivaran.",,25110,251,,,,1173,,3,NA,2,1981,,1,2,NA,Trefax AB ; Trefax ; 8582002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,5a,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Textil och konfektion ;  ; 1981 ; 5 ; 20 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,10180001,,,"Fiskefartyg byggd av glasfiberarmerad plast enligt den s k sandwichmetoden. Fartyget är byggt för att klara av att röja minor. Tillverkningen har skett enligt en metod som Karlskronavarvet utvecklat i samarbete med Försvarets Materielverk. Det är en sanwichkonstruktionstyp med ett ytter- och innerskal av armerad plast med en kärna av cellplast emellan. En av fördelarna med skrovet är att det är spanlöst., vilket ger ökade utrymmen. Dessutom uppstår inga korrosionsproblem och underhållskostnaderna blir låga. Skrovet får vidare ringa vikt och god värmeisolering samt tål grundkänningar och gång i is. ",,35110,5012,5011,90030,,1181,,1,1,2,1981,,2,NA,NA,Karlskronavarvet ; Karlskronavarvet ; 10132002,Karlskrona,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5a,7,,,,,,,Kan användas för minröjning i ofred. ,Utvecklad som spinn-off på utvecklingsarbete som utförts tillsammans med försvaret. ,NA,,,,,,NA,1,Försvarets Materielverk ; FMV ; 10107002,34,SWE,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Verkstäderna ;  ; 1981 ; 14 ; 75-76 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,10187001,,,"Truck med svängbara gafflar, gafflarna möjliggör arbete i mycket smala gångar. Trucken är ett alternativ till den traditionella skjutmasttrucken. I takt med stigande mark- och byggnadskostnaderna inom industrin strävar allt fler företag efter att bättre utnyttja lagervolymetn genom en mera kompakt lagring av godset. .",,29220,-100,,,,1185,,1,2,2,1981,,2,NA,NA,Atlet AB ; Atlet ; 10148002,Mölnlycke,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,7,,,,,,,,"Svängbara gafflar, klarar att arbeta i smala gångar. ",,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Verkstäderna ;  ; 1981 ; 8 ; 24 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6130001,Opus Centraldämpare,,"Ljuddämpare för tryckluftsventiler. Industrins mekanisering är i hög grad uppbyggd med hjälp av oneumatiska system. Luftcylindern, den moderna tidens muskel, uträttar arbete inom snart sagt alla områden. Den är alltid kopplad till en mekanisk, elektriskt eller pneumatiskt styrd ventil.  Med ventilen bildas ingen oljedimma, ventilerna tätnar ej (ger ingen effektförlust) och dämpningen är effektiv, problem som alla hittills varit mer eller mindre svårlösta. ",Machinery and Equipment,28759,29,,,,1193,,1,3,3,1982,,1,NA,NA,Opus ; Opus ; 5132002,Örnsköldsvik,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1b,5b,7,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 1982 ; 3 ; 21-22 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6136001,IRB 90S/2,,"Punktsvetsrobot som hanterar 90 kg och är utrustad med det nya styrsystemet (ovan). Systemet, som är byggt för att fylla kraven på flexibel svetsutrustning, består av robot, styrutrustning, svetsvakt, matarenhet, kablar och slangar. Därtill leverar Asea all utrustning för själva roboten och runt omkring. Roboten är byggd för att att klara hårda krav på miljötålighet och tung drift. Räckvidden ger åtkomlighet i de flesta moderna bilkarosser -ett viktigt arbetsområde för denna robot. ",,29430,341,28,,,1199,,1,1,2,1982,,3,NA,NA,Asea ; Asea ; 9755002,Västerås,NA,Asea,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 1982 ; 5 ; 19-22 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6141001,InfraPaint,,"Totalsystem för auktoriserad billackering. Systemet kännetecknas av hög kvalitet, rationell hantering och förbättrad miljö. Bakgrunden till satsningen på billackering är de negativa erfarenheter branshcen gjorde i mitten av 70-talet. Miljökraven hade forserat fram nya lackeringsmetoder och Volvo drabbades liksom de flesta biltillverkare av kvalitetsproblem. Man insåg att branschen behövde effektiviseras med ett totalt grepp om kvalitet och ekonomi. Stor omsorg har lagts ned för att skapa en ren, dammfri arbetsmiljö med förbättrad ventilation, konstant temperatur och god belysning. Vidare har gjorts stora ansträngningar för att förbättra ergonomin och anpassa arbetet till kroppens naturliga rörelser. Flera av de tekniska lösningarna och idéerna är var för sig väl beprövade men att de utnyttjas tillsammans är något nytt. ",,29569,285,,,,1202,,1,2,2,1982,,2,NA,NA,Volvobil AB ; Volvobil ; 5143002,,NA,,NA,,,NA,NA,NA,1978,NA,NA,NA,NA,NA,NA,2a,4,7,,,,,,,,,NA,,,,,,NA,1,Motorhälsan ; Motorhälsan ; 13031002,36,SWE,Svenska Metallindustriarbetarförbundet ; Svenska Metallindustriarbetarförbundet ; 13286002,36,SWE,Svenska Målarförbundet ; Svenska Målarförbundet ; 13352002,36,SWE,Arbetarskyddsstyrelsen ; Arbetarskyddsstyrelsen ; 12096002,34,SWE,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Automation ;  ; 1982 ; 6 ; 19-20 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6735001,Radondosan,,"Radondetektor. Den nya dosan kommer främst att användas vid spårning av ""radonhus"" men kan även användas för detektering av radon i nya hus. Den kan även användas som dosimeter för gruvarbetare och andra som arbetar i radonhaltig miljö. Radondosan består av en alfapartikelkänslig detektor, monterad i en liten dosa med luftgenomsläppligt filter. Den mäter radongaskoncentrationen i luften runt dosan. Antalet registrerade alfapartiklar står i direkt proportion i den omgivande luften. Den nya dosan är lätt, tålig och enkel att använda. ",Machinery and Equipment,33200,74300,,,,1215,,1,2,2,1982,,2,NA,NA,Atlas Copco ABEM ; Atlas Copco ABEM ; 6674002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a,7,,,,,,,,"Mångsidig, enkel. ",,NA,,,,,,NA,1,Terradex ; Terradex ; 13058002,18,USA,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Jernkontorets Annaler ;  ; 1982 ; 4 ; 69 ; ,,,,,,,,,,,,,,,,,NA
SWINNO - updated,6954001,Helträdsmetoden,,"Metod för att ta tillvara på och avskilja grenar, kvistar, bark och grönmaterial samtidigt som stamveden avbarkas och upparbetas för att användas som fiberråvara för massa.",,29320,20,,,,1216,14 miljoner i statsbidrag,3,3,2,1982,,2,NA,NA,Billerud Uddeholm AB ; Billerud Uddeholm ; 5956002,,NA,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,,,,,,,,,,,NA,,,,,,NA,NA,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,1 ; Kemisk Tidskrift ;  ; 1982 ; 5 ; 87-88 ; ,,,,,,,,,,,,,,,,,NA
